span_id,line_id,tower_id,voltage_kv,region,component,installation_date,maintenance_date,maintenance_period_days,event_occurred,HI_score_last,HI_class_last,HI_trend_per_year,lightning_strikes_1km_annual,lightning_strikes_5km_annual,max_peak_current_kA,lightning_flash_density,lightning_caused_trip,avg_rainfall_mm_year,max_wind_speed_ms,avg_wind_speed_ms,avg_humidity_pct,avg_temperature_c,max_temperature_c,temp_fluctuation_c,pm25_annual_avg,pm25_exceedance_days,coastal_proximity,pollution_severity,row_width_m,encroachment_events_total,encroachment_severity,vegetation_encroachment,structure_encroachment,encroachment_caused_trip,last_vegetation_cut_days,total_outage_events,fault_type_most_common,transient_faults,permanent_faults,mttr_hours,failure_mode,event_id,event_type,forecast_month,age_at_forecast_days,forecast_date,forecast_wind_max,forecast_wind_avg,forecast_rain_total,forecast_pressure_min,forecast_humidity_max,forecast_temp_max,forecast_confidence_avg,age_at_forecast_years,failure_probability,fault_to_failure_flag
SP-00001,LINE-NE1,1,230,Northeast,Spacer,2019-09-23,,2016,0,5.0,HI5,0.9053,5.3,31.4,69.9,27.08,1,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,1,vegetation,0,1,23.5,,FCAST-000003,heatwave,4,192,2020-04-02,4.68,2.680138888888889,41.895,1004.9,61.7,38.2,74.98055555555555,0.5260273972602739,0.07349484844203273,1
SP-00001,LINE-NE1,1,230,Northeast,Spacer,2019-09-23,,2016,0,5.0,HI5,0.9053,5.3,31.4,69.9,27.08,1,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,1,vegetation,0,1,23.5,,FCAST-000004,tropical_cyclone,8,1060,2022-08-18,26.33,13.239305555555555,320.057,987.2,100.0,30.7,75.14722222222223,2.904109589041096,0.4307773328186033,0
SP-00001,LINE-NE1,1,230,Northeast,Insulator,2019-09-23,2022-01-21,851,1,5.0,HI5,2.1445,5.3,31.4,69.9,27.08,6,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,4,equipment_failure,2,2,2.5,contamination_flashover,FCAST-000001,summer_storm,4,217,2020-04-27,16.38,6.682222222222222,124.4,999.8,98.6,33.68,74.69027777777778,0.5945205479452055,0.2033637670494017,0
SP-00001,LINE-NE1,1,230,Northeast,Insulator,2019-09-23,2022-01-21,851,1,5.0,HI5,2.1445,5.3,31.4,69.9,27.08,6,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,4,equipment_failure,2,2,2.5,contamination_flashover,FCAST-000002,southwest_monsoon,7,1404,2023-07-28,11.7,6.445138888888889,156.947,1001.8,100.0,31.7,75.11666666666666,3.8465753424657536,0.21608778800677847,1
SP-00001,LINE-NE1,1,230,Northeast,Insulator,2019-09-23,2022-01-21,851,1,5.0,HI5,2.1445,5.3,31.4,69.9,27.08,6,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,4,equipment_failure,2,2,2.5,contamination_flashover,FCAST-000003,heatwave,4,192,2020-04-02,4.68,2.680138888888889,41.895,1004.9,61.7,38.2,74.98055555555555,0.5260273972602739,0.09767542597645143,0
SP-00001,LINE-NE1,1,230,Northeast,Insulator,2019-09-23,2022-01-21,851,1,5.0,HI5,2.1445,5.3,31.4,69.9,27.08,6,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,4,equipment_failure,2,2,2.5,contamination_flashover,FCAST-000004,tropical_cyclone,8,1060,2022-08-18,26.33,13.239305555555555,320.057,987.2,100.0,30.7,75.14722222222223,2.904109589041096,0.5080492143272279,1
SP-00001,LINE-NE1,1,230,Northeast,Fittings,2019-09-23,,2016,0,2.93,HI2,0.5305,5.3,31.4,69.9,27.08,3,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,1,wind,0,1,4.9,,FCAST-000001,summer_storm,4,217,2020-04-27,16.38,6.682222222222222,124.4,999.8,98.6,33.68,74.69027777777778,0.5945205479452055,0.10465856729221718,0
SP-00001,LINE-NE1,1,230,Northeast,Fittings,2019-09-23,,2016,0,2.93,HI2,0.5305,5.3,31.4,69.9,27.08,3,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,1,wind,0,1,4.9,,FCAST-000002,southwest_monsoon,7,1404,2023-07-28,11.7,6.445138888888889,156.947,1001.8,100.0,31.7,75.11666666666666,3.8465753424657536,0.11207566688762548,0
SP-00001,LINE-NE1,1,230,Northeast,Fittings,2019-09-23,,2016,0,2.93,HI2,0.5305,5.3,31.4,69.9,27.08,3,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,1,wind,0,1,4.9,,FCAST-000003,heatwave,4,192,2020-04-02,4.68,2.680138888888889,41.895,1004.9,61.7,38.2,74.98055555555555,0.5260273972602739,0.047226398208197407,0
SP-00001,LINE-NE1,1,230,Northeast,Fittings,2019-09-23,,2016,0,2.93,HI2,0.5305,5.3,31.4,69.9,27.08,3,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,1,wind,0,1,4.9,,FCAST-000004,tropical_cyclone,8,1060,2022-08-18,26.33,13.239305555555555,320.057,987.2,100.0,30.7,75.14722222222223,2.904109589041096,0.3210609538777017,1
SP-00001,LINE-NE1,1,230,Northeast,Arrester,2019-09-23,,2016,0,5.0,HI5,0.9053,5.3,31.4,69.9,27.08,5,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,0,equipment_failure,0,0,24.8,,FCAST-000001,summer_storm,4,217,2020-04-27,16.38,6.682222222222222,124.4,999.8,98.6,33.68,74.69027777777778,0.5945205479452055,0.14169510106654554,0
SP-00001,LINE-NE1,1,230,Northeast,Arrester,2019-09-23,,2016,0,5.0,HI5,0.9053,5.3,31.4,69.9,27.08,5,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,0,equipment_failure,0,0,24.8,,FCAST-000002,southwest_monsoon,7,1404,2023-07-28,11.7,6.445138888888889,156.947,1001.8,100.0,31.7,75.11666666666666,3.8465753424657536,0.1512934330171767,1
SP-00001,LINE-NE1,1,230,Northeast,Arrester,2019-09-23,,2016,0,5.0,HI5,0.9053,5.3,31.4,69.9,27.08,5,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,0,equipment_failure,0,0,24.8,,FCAST-000003,heatwave,4,192,2020-04-02,4.68,2.680138888888889,41.895,1004.9,61.7,38.2,74.98055555555555,0.5260273972602739,0.06542396915132434,0
SP-00001,LINE-NE1,1,230,Northeast,Arrester,2019-09-23,,2016,0,5.0,HI5,0.9053,5.3,31.4,69.9,27.08,5,1024.7,29.6,5.8,77.0,27.2,38.6,10.5,80.6,104,inland,b,50,0,none,0,0,0,51,0,equipment_failure,0,0,24.8,,FCAST-000004,tropical_cyclone,8,1060,2022-08-18,26.33,13.239305555555555,320.057,987.2,100.0,30.7,75.14722222222223,2.904109589041096,0.4004284156810358,1
SP-00002,LINE-NE1,2,230,Northeast,Conductor,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,4,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,unknown,0,0,6.5,,FCAST-000005,southwest_monsoon,9,941,2020-09-05,11.7,6.416805555555555,158.117,1002.1,100.0,31.7,75.19305555555555,2.578082191780822,0.1425631581115563,0
SP-00002,LINE-NE1,2,230,Northeast,Conductor,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,4,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,unknown,0,0,6.5,,FCAST-000006,summer_storm,5,829,2020-05-16,16.38,7.234861111111111,119.458,999.4,100.0,33.39,74.73194444444444,2.271232876712329,0.14225213275673312,0
SP-00002,LINE-NE1,2,230,Northeast,Conductor,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,4,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,unknown,0,0,6.5,,FCAST-000007,heatwave,4,1894,2023-04-16,4.68,2.691388888888889,35.995,1005.0,63.7,38.2,74.9625,5.189041095890411,0.07205786022822779,0
SP-00002,LINE-NE1,2,230,Northeast,Conductor,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,4,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,unknown,0,0,6.5,,FCAST-000008,tropical_cyclone,9,1675,2022-09-09,26.33,13.417361111111113,314.036,987.0,99.7,30.7,75.69999999999999,4.589041095890411,0.40036226594225294,0
SP-00002,LINE-NE1,2,230,Northeast,Damper,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,2,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,3,equipment_failure,1,2,8.7,,FCAST-000005,southwest_monsoon,9,941,2020-09-05,11.7,6.416805555555555,158.117,1002.1,100.0,31.7,75.19305555555555,2.578082191780822,0.17593099787415287,0
SP-00002,LINE-NE1,2,230,Northeast,Damper,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,2,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,3,equipment_failure,1,2,8.7,,FCAST-000006,summer_storm,5,829,2020-05-16,16.38,7.234861111111111,119.458,999.4,100.0,33.39,74.73194444444444,2.271232876712329,0.17556208045261312,1
SP-00002,LINE-NE1,2,230,Northeast,Damper,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,2,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,3,equipment_failure,1,2,8.7,,FCAST-000007,heatwave,4,1894,2023-04-16,4.68,2.691388888888889,35.995,1005.0,63.7,38.2,74.9625,5.189041095890411,0.09066847899775438,0
SP-00002,LINE-NE1,2,230,Northeast,Damper,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,2,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,3,equipment_failure,1,2,8.7,,FCAST-000008,tropical_cyclone,9,1675,2022-09-09,26.33,13.417361111111113,314.036,987.0,99.7,30.7,75.69999999999999,4.589041095890411,0.461586870162723,1
SP-00002,LINE-NE1,2,230,Northeast,Spacer,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,5,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,equipment_failure,0,0,8.9,,FCAST-000005,southwest_monsoon,9,941,2020-09-05,11.7,6.416805555555555,158.117,1002.1,100.0,31.7,75.19305555555555,2.578082191780822,0.1425631581115563,1
SP-00002,LINE-NE1,2,230,Northeast,Spacer,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,5,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,equipment_failure,0,0,8.9,,FCAST-000006,summer_storm,5,829,2020-05-16,16.38,7.234861111111111,119.458,999.4,100.0,33.39,74.73194444444444,2.271232876712329,0.14225213275673312,0
SP-00002,LINE-NE1,2,230,Northeast,Spacer,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,5,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,equipment_failure,0,0,8.9,,FCAST-000007,heatwave,4,1894,2023-04-16,4.68,2.691388888888889,35.995,1005.0,63.7,38.2,74.9625,5.189041095890411,0.07205786022822779,0
SP-00002,LINE-NE1,2,230,Northeast,Spacer,2018-02-07,,2609,0,5.0,HI5,0.6995,12.1,40.6,62.8,28.87,5,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,equipment_failure,0,0,8.9,,FCAST-000008,tropical_cyclone,9,1675,2022-09-09,26.33,13.417361111111113,314.036,987.0,99.7,30.7,75.69999999999999,4.589041095890411,0.40036226594225294,0
SP-00002,LINE-NE1,2,230,Northeast,Insulator,2018-02-07,2020-05-01,814,1,5.0,HI5,2.242,12.1,40.6,62.8,28.87,3,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,wind,0,0,15.0,lightning_damage,FCAST-000005,southwest_monsoon,9,941,2020-09-05,11.7,6.416805555555555,158.117,1002.1,100.0,31.7,75.19305555555555,2.578082191780822,0.17324703615214754,0
SP-00002,LINE-NE1,2,230,Northeast,Insulator,2018-02-07,2020-05-01,814,1,5.0,HI5,2.242,12.1,40.6,62.8,28.87,3,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,wind,0,0,15.0,lightning_damage,FCAST-000006,summer_storm,5,829,2020-05-16,16.38,7.234861111111111,119.458,999.4,100.0,33.39,74.73194444444444,2.271232876712329,0.1728825661172149,1
SP-00002,LINE-NE1,2,230,Northeast,Insulator,2018-02-07,2020-05-01,814,1,5.0,HI5,2.242,12.1,40.6,62.8,28.87,3,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,wind,0,0,15.0,lightning_damage,FCAST-000007,heatwave,4,1894,2023-04-16,4.68,2.691388888888889,35.995,1005.0,63.7,38.2,74.9625,5.189041095890411,0.08914455263697948,0
SP-00002,LINE-NE1,2,230,Northeast,Insulator,2018-02-07,2020-05-01,814,1,5.0,HI5,2.242,12.1,40.6,62.8,28.87,3,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,wind,0,0,15.0,lightning_damage,FCAST-000008,tropical_cyclone,9,1675,2022-09-09,26.33,13.417361111111113,314.036,987.0,99.7,30.7,75.69999999999999,4.589041095890411,0.45696154549618706,1
SP-00002,LINE-NE1,2,230,Northeast,Fittings,2018-02-07,,2609,0,3.86,HI3,0.54,12.1,40.6,62.8,28.87,4,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,vegetation,0,0,2.6,,FCAST-000005,southwest_monsoon,9,941,2020-09-05,11.7,6.416805555555555,158.117,1002.1,100.0,31.7,75.19305555555555,2.578082191780822,0.11444832450176201,0
SP-00002,LINE-NE1,2,230,Northeast,Fittings,2018-02-07,,2609,0,3.86,HI3,0.54,12.1,40.6,62.8,28.87,4,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,vegetation,0,0,2.6,,FCAST-000006,summer_storm,5,829,2020-05-16,16.38,7.234861111111111,119.458,999.4,100.0,33.39,74.73194444444444,2.271232876712329,0.11419046767820787,0
SP-00002,LINE-NE1,2,230,Northeast,Fittings,2018-02-07,,2609,0,3.86,HI3,0.54,12.1,40.6,62.8,28.87,4,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,vegetation,0,0,2.6,,FCAST-000007,heatwave,4,1894,2023-04-16,4.68,2.691388888888889,35.995,1005.0,63.7,38.2,74.9625,5.189041095890411,0.056924260770399145,1
SP-00002,LINE-NE1,2,230,Northeast,Fittings,2018-02-07,,2609,0,3.86,HI3,0.54,12.1,40.6,62.8,28.87,4,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,0,vegetation,0,0,2.6,,FCAST-000008,tropical_cyclone,9,1675,2022-09-09,26.33,13.417361111111113,314.036,987.0,99.7,30.7,75.69999999999999,4.589041095890411,0.34166551762337405,0
SP-00002,LINE-NE1,2,230,Northeast,Arrester,2018-02-07,2023-09-25,2056,1,5.0,HI5,0.8876,12.1,40.6,62.8,28.87,6,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,1,lightning,0,1,72.0,lightning_damage,FCAST-000005,southwest_monsoon,9,941,2020-09-05,11.7,6.416805555555555,158.117,1002.1,100.0,31.7,75.19305555555555,2.578082191780822,0.16233619008027492,0
SP-00002,LINE-NE1,2,230,Northeast,Arrester,2018-02-07,2023-09-25,2056,1,5.0,HI5,0.8876,12.1,40.6,62.8,28.87,6,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,1,lightning,0,1,72.0,lightning_damage,FCAST-000006,summer_storm,5,829,2020-05-16,16.38,7.234861111111111,119.458,999.4,100.0,33.39,74.73194444444444,2.271232876712329,0.161990176376899,0
SP-00002,LINE-NE1,2,230,Northeast,Arrester,2018-02-07,2023-09-25,2056,1,5.0,HI5,0.8876,12.1,40.6,62.8,28.87,6,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,1,lightning,0,1,72.0,lightning_damage,FCAST-000007,heatwave,4,1894,2023-04-16,4.68,2.691388888888889,35.995,1005.0,63.7,38.2,74.9625,5.189041095890411,0.08299862191215972,0
SP-00002,LINE-NE1,2,230,Northeast,Arrester,2018-02-07,2023-09-25,2056,1,5.0,HI5,0.8876,12.1,40.6,62.8,28.87,6,869.5,27.5,5.5,71.6,26.5,39.2,12.6,71.1,84,inland,b,25,10,moderate,1,0,1,44,1,lightning,0,1,72.0,lightning_damage,FCAST-000008,tropical_cyclone,9,1675,2022-09-09,26.33,13.417361111111113,314.036,987.0,99.7,30.7,75.69999999999999,4.589041095890411,0.43764114820779526,0
SP-00003,LINE-NE1,3,230,Northeast,Conductor,2019-05-25,,2137,0,1.62,HI1,0.2767,17.5,69.5,31.2,20.9,4,945.2,30.2,4.7,69.8,31.8,39.5,15.1,64.3,60,inland,b,30,0,none,0,0,0,540,1,equipment_failure,0,1,5.4,,FCAST-000009,summer_storm,5,1440,2023-05-04,16.38,6.910277777777778,117.67,1000.1,98.0,33.14,74.93194444444445,3.9452054794520546,0.08614767722478123,0
SP-00003,LINE-NE1,3,230,Northeast,Conductor,2019-05-25,,2137,0,1.62,HI1,0.2767,17.5,69.5,31.2,20.9,4,945.2,30.2,4.7,69.8,31.8,39.5,15.1,64.3,60,inland,b,30,0,none,0,0,0,540,1,equipment_failure,0,1,5.4,,FCAST-000010,southwest_monsoon,8,810,2021-08-12,11.7,6.0055555555555555,165.768,1002.3,98.6,31.7,74.98888888888888,2.219178082191781,0.08428838570853343,0
SP-00003,LINE-NE1,3,230,Northeast,Conductor,2019-05-25,,2137,0,1.62,HI1,0.2767,17.5,69.5,31.2,20.9,4,945.2,30.2,4.7,69.8,31.8,39.5,15.1,64.3,60,inland,b,30,0,none,0,0,0,540,1,equipment_failure,0,1,5.4,,FCAST-000011,heatwave,4,1797,2024-04-25,4.68,2.461666666666667,38.953,1004.7,63.1,38.2,75.26666666666667,4.923287671232877,0.04049614643941852,0
SP-00003,LINE-NE1,3,230,Northeast,Conductor,2019-05-25,,2137,0,1.62,HI1,0.2767,17.5,69.5,31.2,20.9,4,945.2,30.2,4.7,69.8,31.8,39.5,15.1,64.3,60,inland,b,30,0,none,0,0,0,540,1,equipment_failure,0,1,5.4,,FCAST-000012,tropical_cyclone,8,438,2020-08-05,26.33,13.325277777777778,316.015,986.4,100.0,30.7,75.13749999999999,1.2,0.24477083425578158,0
SP-00003,LINE-NE1,3,230,Northeast,Damper,2019-05-25,,2137,0,4.5,HI4,0.7686,17.5,69.5,31.2,20.9,5,945.2,30.2,4.7,69.8,31.8,39.5,15.1,64.3,60,inland,b,30,0,none,0,0,0,540,2,overload,1,1,13.4,,FCAST-000009,summer_storm,5,1440,2023-05-04,16.38,6.910277777777778,117.67,1000.1,98.0,33.14,74.93194444444445,3.9452054794520546,0.15292767475201388,0
SP-00003,LINE-NE1,3,230,Northeast,Damper,2019-05-25,,2137,0,4.5,HI4,0.7686,17.5,69.5,31.2,20.9,5,945.2,30.2,4.7,69.8,31.8,39.5,15.1,64.3,60,inland,b,30,0,none,0,0,0,540,2,overload,1,1,13.4,,FCAST-000010,southwest_monsoon,8,810,2021-08-12,11.7,6.0055555555555555,165.768,1002.3,98.6,31.7,74.98888888888888,2.219178082191781,0.1498634546027877,0
SP-00003,LINE-NE1,3,230,Northeast,Damper,2019-05-25,,2137,0,4.5,HI4,0.7686,17.5,69.5,31.2,20.9,5,945.2,30.2,4.7,69.8,31.8,39.5,15.1,64.3,60,inland,b,30,0,none,0,0,0,540,2,overload,1,1,13.4,,FCAST-000011,heatwave,4,1797,2024-04-25,4.68,2.461666666666667,38.953,1004.7,63.1,38.2,75.26666666666667,4.923287671232877,0.07478391376643795,0
SP-00003,LINE-NE1,3,230,Northeast,Damper,2019-05-25,,2137,0,4.5,HI4,0.7686,17.5,69.5,31.2,20.9,5,945.2,30.2,4.7,69.8,31.8,39.5,15.1,64.3,60,inland,b,30,0,none,0,0,0,540,2,overload,1,1,13.4,,FCAST-000012,tropical_cyclone,8,438,2020-08-05,26.33,13.325277777777778,316.015,986.4,100.0,30.7,75.13749999999999,1.2,0.3829811433081046,0
SP-00003,LINE-NE1,3,230,Northeast,Spacer,2019-05-25,,2137,0,4.24,HI4,0.7242,17.5,69.5,31.2,20.9,4,945.2,30.2,4.7,69.8,31.8,39.5,15.1,64.3,60,inland,b,30,0,none,0,0,0,540,5,wind,3,2,5.5,,FCAST-000009,summer_storm,5,1440,2023-05-04,16.38,6.910277777777778,117.67,1000.1,98.0,33.14,74.93194444444445,3.9452054794520546,0.1617206430557381,1
